S#,SNAME,SEX,BDATE,HEIGHT,DORM
JL21927390,Traci Forbes,女,2005-03-11,1.71,西15舍627
JL21968976,Peggy Wolfe,女,2004-12-09,1.76,东6舍216
JL22161904,Melissa Mendez,女,2002-09-17,1.6,西5舍211
JL22135064,Michael Wood,男,2003-02-09,1.89,西20舍811
JL21988036,Darryl Moore,男,2004-07-27,1.79,东15舍311
JL22066412,Carol Carey,女,2005-03-11,1.7,东3舍127
JL22098274,Mary Kim,女,2000-01-04,1.72,东12舍508
JL21922064,Sydney Noble,女,2004-06-27,1.78,西10舍708
JL22009325,Amanda Harvey,女,2004-07-14,1.74,东3舍516
JL22011793,Maria Kennedy,女,2006-10-25,1.67,西8舍808
JL22240098,Eric Lynch,男,2001-02-03,1.67,东19舍315
JL21999712,Barry Long,男,2002-10-27,1.96,西22舍927
JL22100393,Brian Thomas,男,2003-05-15,1.7,东3舍629
JL22191934,Ashley Kennedy,女,2003-11-15,1.66,西19舍306
JL21963177,Emily Walker,女,2003-09-23,1.68,西18舍514
JL22223598,Troy House,男,1998-09-27,1.83,西3舍312
JL22218363,Jacob James,男,2002-09-28,1.69,东4舍314
JL21957511,Rachael Campbell,女,2004-01-16,1.82,西21舍230
JL22193831,Darryl Fletcher,男,1999-05-24,1.76,东9舍330
JL21922274,William Saunders,男,2002-08-24,1.79,东4舍329
JL22202147,Barbara Moore,女,2003-12-24,1.66,东1舍730
JL22060020,Michael Hester,男,2001-08-19,1.76,西21舍809
JL22158848,Veronica Bray,女,2004-03-05,1.78,东8舍203
JL22009366,Crystal Holmes,女,2002-02-07,1.63,西12舍309
JL22174480,Stephanie Perez,女,1999-05-10,1.46,西5舍308
JL22014095,Laura Williams MD,女,2006-05-18,1.64,西11舍115
JL21955627,Bruce Jacobs,男,2001-09-19,1.56,东16舍803
JL21974924,Aaron Mosley,男,1998-04-03,1.83,东13舍727
JL22159857,Christopher Young,男,1998-04-09,1.58,东6舍930
JL22116632,Robert Graham,男,2000-11-21,1.97,东6舍912
JL22163070,Linda Davis,女,1998-08-30,1.75,东13舍922
JL21981193,Barbara Garcia,女,2002-04-19,1.78,东13舍530
JL22217846,Steven Harrison,男,2000-12-15,1.81,西20舍617
JL22247482,Carl Scott,男,2004-05-24,1.77,东7舍719
JL22114236,Samantha Hall,女,2002-09-14,1.76,东7舍209
JL22277919,Jason Griffin,男,2000-05-10,1.65,东7舍722
JL22021410,Daisy Woods,女,2000-01-02,1.72,东10舍216
JL21968062,Matthew Greene,男,2005-07-19,1.57,西3舍214
JL22256547,Cody Cantu,男,2001-11-21,1.74,西12舍130
JL22071178,Cody Crawford,男,2005-06-13,1.93,东4舍829
JL22109023,Garrett Stone,男,2006-12-08,1.84,西1舍504
JL22019275,Linda Hamilton,女,2003-07-31,1.78,东20舍712
JL22103282,Kenneth Lewis,男,2000-01-14,1.65,西11舍321
JL21965599,Katherine Munoz,女,2000-02-29,1.7,东12舍319
JL22004455,Lisa Guerrero,女,2005-02-04,1.66,东6舍801
JL22195002,Matthew Mcneil,男,2003-07-31,1.75,西4舍215
JL22046039,Christopher Grant,男,1999-10-26,1.75,东11舍213
JL21904205,William Stewart,男,2001-11-20,1.65,西6舍604
JL22022317,Daniel Wilson,男,2001-07-26,1.76,东13舍201
JL22297940,Christine Richardson,女,1998-01-22,1.75,东20舍401
JL22223679,Shelly Jenkins,女,2006-02-15,1.61,东10舍125
JL22023904,John James,男,2006-07-23,1.56,东13舍525
JL21946913,Lisa Cross,女,1998-07-15,1.53,东14舍506
JL21936097,Heather Miller,女,2004-11-19,1.59,东4舍515
JL22286737,John Rodriguez,男,2000-06-06,1.75,西15舍808
JL22061332,Ryan Robinson,男,2004-06-27,1.75,东11舍724
JL22028068,Crystal Lawrence,女,2003-01-03,1.57,西18舍718
JL22066474,Wendy Mendoza,女,1999-07-21,1.59,东22舍627
JL21948703,Taylor Anderson,女,1999-04-01,1.64,东6舍427
JL22298908,Mark Baker,男,2006-11-12,1.68,东22舍111
JL22289681,Gina Tran,女,2003-09-19,1.64,西18舍530
JL22018451,Mark Scott,男,1998-06-03,1.67,西8舍926
JL22194661,Norma King,女,2005-06-08,1.62,西20舍411
JL22004100,Zachary Anderson,男,2005-05-27,1.72,西5舍202
JL21942208,Courtney Davis,女,1999-11-16,1.73,西22舍203
JL22154791,Debra Kaufman,女,2001-09-10,1.68,西5舍922
JL21935408,William Hill,男,2004-11-21,1.77,东18舍513
JL22237789,Sean Davis,男,2004-03-18,1.84,东12舍803
JL22188658,Jennifer Miller,女,2001-07-03,1.59,东18舍204
JL21925026,Mrs. Daisy Kim DDS,女,2005-02-26,1.72,西11舍729
JL21970905,Linda Hartman,女,1998-06-27,1.63,东20舍318
JL21998374,Darin Tapia,男,2006-04-04,1.56,东22舍306
JL22006344,Jerry Martinez,男,2005-06-08,1.71,西7舍723
JL21988630,Michael Woods,男,1999-10-14,1.77,西6舍211
JL22077581,Nicole Fox,女,2005-11-19,1.58,西20舍810
JL22236054,Diane Powell,女,2002-01-12,1.59,西15舍701
JL22222699,Tammy Martin,女,2005-09-03,1.64,西8舍119
JL22239918,Danielle Walker,女,1998-05-27,1.65,西5舍305
JL22020964,Michele Moore,女,2005-08-29,1.72,西3舍605
JL22230204,Edwin Dillon DDS,男,2001-05-13,1.72,东12舍311
JL22031651,Ryan Brown,男,2004-05-26,1.98,东3舍718
JL22280258,James Fox,男,2006-04-05,1.83,东14舍408
JL22016786,Samantha Miller,女,2000-08-25,1.72,西5舍530
JL22272670,William Dudley,男,2004-10-16,1.95,西21舍616
JL22174594,Melissa Wright,女,2004-09-07,1.89,西19舍828
JL22015556,Kyle Bell,男,2004-02-23,1.67,东14舍429
JL22244037,Dawn Johnson,女,2002-03-23,1.56,西4舍517
JL22006977,Charles Cardenas,男,2004-02-17,1.88,东4舍614
JL22290871,Robert Cunningham,男,1999-05-09,1.78,西17舍224
JL21995293,Kayla Hicks,女,2005-03-17,1.68,东11舍723
JL22069553,Kim Pruitt,女,2002-05-20,1.77,西1舍619
JL21941971,Deanna Turner,女,2005-11-04,1.7,西8舍628
JL22021871,Monica Donaldson,女,2001-03-22,1.65,西12舍321
JL22147491,Albert Harper,男,2004-01-05,1.82,东13舍408
JL22032590,Shannon Miller,女,1999-05-24,1.87,东14舍512
JL22106509,Michael Tate,男,2006-03-08,1.96,西9舍824
JL22040799,Oscar Harrell,男,2003-10-10,1.59,东8舍923
JL22159627,Lisa Wagner,女,1999-09-06,1.72,东21舍302
JL22004609,Andre Holland,男,2004-03-11,1.62,东8舍904
JL21963905,Emily Schultz,女,2003-01-28,1.75,东8舍824
JL22223829,Lisa Rivera DVM,女,2001-03-19,1.66,西10舍826
JL22126037,Caitlin Rodriguez,女,2000-06-21,1.53,东13舍704
JL22204538,Caitlin Bradshaw,女,2002-10-27,1.59,东4舍311
JL22172928,Nicholas Cohen,男,1998-12-22,1.75,东6舍613
JL22197752,Rachel Reid,女,2004-08-23,1.79,西15舍808
JL22005528,Rebecca Smith,女,2002-10-03,1.48,东1舍428
JL22113015,Emily Weiss,女,1998-01-24,1.68,东17舍710
JL21921652,Steven Williams,男,2000-04-30,1.79,西15舍318
JL22171878,Charles Pugh,男,2001-12-16,1.83,西13舍908
JL22205638,Dawn Powell,女,2005-08-15,1.73,西11舍727
JL22249893,Andrea Smith,女,2004-07-10,1.75,东9舍501
JL22202131,Whitney Ashley,女,2000-09-11,1.67,西4舍111
JL22150819,John Nichols,男,1999-11-10,1.72,西6舍916
JL21992083,Jamie Castillo,男,1998-12-25,1.76,东2舍621
JL22192318,Terrence Thomas,男,2004-10-20,1.81,西15舍216
JL22012063,Sherry Thomas,女,2005-09-07,1.69,东8舍826
JL22091698,Eric Mays,男,2002-06-16,1.53,东18舍421
JL21982128,Robert Manning,男,2001-10-06,1.62,西15舍708
JL21961364,Crystal Shaw,女,2004-11-11,1.73,东4舍105
JL21911368,Laura Alvarez,女,1999-08-14,1.6,东6舍412
JL21926531,Dana Johnson,女,2004-07-22,1.72,东5舍318
JL22040272,Amanda Howard,女,2003-01-28,1.84,东18舍419
JL22216321,Thomas Arroyo,男,2002-06-28,1.74,西14舍321
JL22031361,Stacy Vega,女,2002-09-06,1.8,西9舍202
JL22047176,Yolanda Martin,女,2002-12-01,1.84,东21舍527
JL22099666,Alyssa Gibson,女,2000-01-22,1.76,东21舍323
JL21989075,Erin Jordan,女,2004-11-13,1.75,西12舍709
JL21964638,Cynthia James,女,2006-07-04,1.69,东6舍215
JL22076203,Tanya Watson,女,2000-12-31,1.57,西18舍511
JL22225844,Gail Schultz,女,2006-07-06,1.62,东14舍601
JL21929896,Linda English,女,2000-05-30,1.7,西22舍115
JL21956542,Melissa Burke,女,2006-10-21,1.51,东4舍202
JL21900365,Christine Price,女,2004-10-28,1.57,东7舍112
JL22138171,Sarah Stewart,女,2001-03-10,1.73,东13舍921
JL22221821,Jonathan Barker,男,1998-07-26,1.76,东11舍627
JL21943753,Samuel Newton,男,1999-10-25,1.87,西13舍326
JL22225184,Stephanie Farrell,女,2002-10-13,1.56,西13舍229
JL22051956,Tracy Davis,男,2004-06-10,1.58,西14舍308
JL21942881,Sarah Aguilar MD,女,2006-02-24,1.79,西17舍306
JL22205927,Sierra Ramirez,女,2003-10-03,1.65,东5舍402
JL22039009,Charles Jensen,男,2006-08-07,1.69,西17舍320
JL22039528,Michael Campos,男,1998-06-17,1.89,西12舍205
JL22135775,Karina Williams,女,2001-01-27,1.72,西21舍706
JL22215316,Stanley Hall,男,2003-05-10,1.91,东8舍320
JL21998607,Joshua Costa,男,2005-03-05,1.79,东20舍630
JL21904659,Michelle Hardin,女,2001-05-11,1.62,东19舍525
JL22186504,Deborah Gross,女,1999-12-23,1.64,西16舍129
JL21945383,Mr. Anthony Whitaker,男,2006-10-27,1.77,东19舍411
JL21999493,Mary Torres,女,2000-03-11,1.64,东14舍828
JL22238208,Kenneth Perry,男,2001-11-23,1.75,西10舍523
JL22046281,William Davis,男,2004-06-25,1.82,西7舍613
JL22000697,Paul Jackson,男,2005-10-08,1.69,西3舍905
JL22137403,John Lee,男,2004-12-03,1.76,西3舍330
JL22215943,Christie Ray,女,1999-05-17,1.75,西6舍720
JL22172838,Sharon Durham,女,2002-01-28,1.76,西14舍909
JL22140963,Lindsey Johnson,女,1999-12-24,1.72,东19舍830
JL22199737,Michael Petersen,男,2000-11-16,1.63,东6舍407
JL21958325,Lindsey Huff,女,2003-10-11,1.61,西9舍426
JL21981260,Lisa Davis,女,2002-12-31,1.68,西7舍705
JL22115122,Joseph Schultz,男,2004-07-24,1.91,西15舍528
JL21969375,Melinda Jones,女,2005-06-26,1.73,东12舍218
JL21917676,Matthew Rojas,男,2000-01-02,1.85,西21舍825
JL22064807,Lori Moore,女,2003-04-19,1.68,西18舍326
JL21933378,Kevin Walter,男,1999-03-22,1.88,西6舍423
JL21938314,Daniel David,男,2000-01-16,1.61,东16舍223
JL22067294,Kimberly Giles,女,2001-12-30,1.69,西22舍728
JL22203670,Michael Holland,男,2003-08-21,1.83,西10舍730
JL22152723,Amanda Valencia,女,2001-09-08,1.76,西4舍607
JL22169473,Omar Scott,男,2005-03-27,1.94,东6舍822
JL22170466,Kathleen Mahoney,女,2001-11-02,1.55,东11舍713
JL22194112,Deanna Barnes,女,2000-09-22,1.8,西17舍704
JL22107407,Gary Walsh,男,2005-08-01,1.74,东22舍223
JL22139682,Francisco Baxter,男,1998-08-21,1.9,西21舍529
JL22054629,Kimberly Anderson,女,2006-04-16,1.75,西16舍115
JL21965659,Thomas Evans MD,男,2000-08-14,1.64,西13舍826
JL22020393,Tracy West,女,2004-09-24,1.8,西9舍410
JL22095065,Jeff Carr,男,2005-03-21,1.72,西2舍916
JL22114947,Ryan Adams,男,2002-12-28,2.01,东12舍919
JL21979385,Deborah Powell,女,2003-11-07,1.66,西7舍219
JL22248238,Shane Benson,男,1999-09-04,1.69,西20舍227
JL22109603,Lisa Knapp,女,2002-02-23,1.66,西16舍713
JL21900092,Melissa Gomez,女,1999-09-11,1.65,西1舍825
JL21960072,Lauren Downs,女,2000-10-25,1.72,西7舍126
JL22054790,Alan Lara,男,2002-08-31,1.92,西22舍424
JL22158122,Mark Davis,男,2005-11-07,1.76,西19舍323
JL22267021,Michael Rogers,男,2000-10-12,1.86,西11舍117
JL22203017,David Keith,男,2001-05-21,1.65,东15舍128
JL22236233,Christopher Cole,男,2004-02-04,1.8,西22舍204
JL21954829,Stephen Garcia,男,2000-04-02,1.77,东14舍313
JL22129329,John Strong,男,1999-12-07,1.71,西16舍418
JL21965556,Kenneth Castro,男,2001-07-07,1.81,东13舍424
JL22156242,Jonathan Hood,男,1998-12-14,1.85,西16舍822
JL22009803,Adam Fisher,男,2004-12-01,1.75,东6舍604
JL22236113,Mark Hines,男,2001-10-26,1.81,东14舍230
JL21999840,Michelle King,女,2001-06-16,1.85,东14舍217
JL22073285,Alexander Wells,男,2001-04-03,1.88,东2舍319
JL22095087,Sabrina White,女,2003-06-14,1.69,西12舍108
JL21996402,Julie Ashley,女,2000-01-01,1.62,东3舍225
JL22149682,Craig Harris,男,2003-05-15,1.73,东3舍418
JL22089845,Mary Ball DDS,女,1999-02-17,1.78,东3舍708
JL22204442,Karen Manning,女,1998-07-04,1.52,西10舍726
JL21993942,Kayla Campbell,女,1998-01-27,1.74,西13舍809
JL22154617,Maria Juarez,女,2002-12-26,1.59,西16舍507
JL22249415,Mr. Mark Reid,男,2003-01-05,1.77,西16舍426
JL21986525,Michael Reynolds,男,2001-12-18,1.87,西5舍126
JL22032024,Eric Meyers,男,1998-11-20,1.68,西8舍116
JL22022854,Jeremiah Jones,男,2003-10-30,1.83,西18舍304
JL22094641,Patricia Thompson,女,2005-05-26,1.75,西7舍606
JL22187270,Tamara Kim MD,女,1999-12-21,1.72,东17舍708
JL22141000,Kim Moore,女,2002-03-25,1.63,西2舍621
JL21907827,Diane Yates,女,2001-05-23,1.71,东4舍905
JL22129176,Preston Dawson,男,2000-12-12,1.66,东22舍106
JL21950195,Kimberly Harris,女,1998-11-07,1.68,西10舍722
JL22225391,Rebecca Davis,女,2001-12-19,1.59,东2舍116
JL22078835,Kevin Smith,男,2003-02-27,1.85,西5舍715
JL22124661,Brian Robbins,男,2000-04-30,1.82,东15舍724
JL22192903,Monica Jackson MD,女,1998-09-23,1.71,东1舍222
JL22104106,Angela Hunter,女,2005-12-22,1.65,西5舍828
JL22274521,Kristina Armstrong,女,2004-05-23,1.75,西16舍306
JL22104610,Adam Thomas,男,2003-04-25,1.67,东6舍310
JL21970541,Melvin Hill,男,2004-02-21,1.86,东1舍813
JL22154532,Brianna King,女,1998-08-29,1.7,东12舍909
JL22298495,Paula Moore,女,1998-05-06,1.71,东10舍811
JL22229543,Meghan Perez,女,2005-08-23,1.85,西11舍723
JL22239117,Christopher Gonzalez,男,2006-12-16,1.53,东15舍629
JL22029524,Stephanie Gibson,女,2000-08-06,1.7,西20舍407
JL21999930,Tonya Stuart,女,1998-07-02,1.58,西3舍211
JL22109025,John Santana,男,2003-08-22,1.75,东9舍626
JL22075090,James Moore,男,1999-03-09,1.74,西19舍816
JL22219002,Jeremy Yu,男,2005-06-30,1.78,东11舍921
JL21989843,Jennifer Ryan,女,1998-11-17,1.53,东15舍704
JL22093211,Bryan Jacobs,男,2004-12-19,1.77,东19舍411
JL22275127,Teresa Palmer,女,2004-03-03,1.67,西15舍509
JL22070297,Dillon Douglas,男,1998-03-17,1.69,西15舍909
JL21904076,Tiffany Ramirez,女,2003-07-16,1.64,东11舍128
JL22006380,James Ferguson,男,2002-02-07,1.73,西14舍918
JL21938982,Kristi Quinn,女,2002-04-26,1.79,东12舍616
JL22085485,Robert Fischer,男,1999-04-17,1.66,东21舍907
JL22113919,Brent Kramer,男,2000-11-02,1.68,东19舍312
JL22211201,Victoria Crawford,女,1999-12-16,1.6,东1舍326
JL22160701,William Burns,男,2003-06-07,1.88,东21舍405
JL22150714,Kelly Mcbride,女,2004-10-02,1.77,西1舍214
JL22171178,Robin Santos,女,2004-04-16,1.71,西13舍419
JL22030516,Austin Morgan,男,2003-04-27,1.91,西2舍930
JL22137351,Kenneth Williams,男,2001-09-28,1.89,东13舍914
JL22092349,Kristine Miller,女,2001-11-04,1.69,东9舍819
JL22221241,Andrew Garcia,男,2002-04-30,1.68,西18舍917
JL22008043,Mackenzie Davis,女,2003-02-04,1.59,东4舍826
JL22296057,Johnathan Bennett,男,1999-03-18,1.69,西2舍903
JL22158504,Philip Fuller,男,2001-08-23,1.6,西10舍415
JL22241979,Doris Cochran,女,2001-05-20,1.7,西14舍422
JL21955710,Michele Pratt DDS,女,2006-07-10,1.68,西16舍330
JL21917874,Jeremy Stewart,男,2002-05-05,1.87,东12舍818
JL22067269,Angela Mills,女,2001-07-26,1.57,东5舍616
JL21987889,Brenda Taylor,女,2006-02-20,1.63,东6舍108
JL22188872,Debra Morgan,女,2005-05-24,1.71,东17舍121
JL22296784,Randall Lowe,男,2001-01-08,1.84,东9舍903
JL22159505,Mary Davis,女,2005-02-19,1.85,东2舍203
JL22236985,Rachel Turner,女,2003-12-29,1.65,东19舍123
JL22270711,Crystal Martinez,女,1999-12-10,1.64,西17舍429
JL22022988,Isaac Walker,男,2003-10-17,1.95,西13舍102
JL21937007,Kevin Walsh,男,2002-09-30,1.72,西7舍208
JL21932607,William Humphrey,男,2004-01-22,1.67,东7舍526
JL22226311,Roy Collins,男,2000-12-26,1.72,东20舍314
JL22119470,Kelsey Salazar,女,1998-07-27,1.59,西14舍421
JL22135479,Robert Perez,男,2003-08-23,1.96,西20舍329
JL21948468,Mindy Kirk,女,2002-10-16,1.71,东18舍925
JL22232812,Aaron Hoffman,男,2006-01-29,1.79,东8舍522
JL21938758,William Kemp,男,2000-05-06,1.76,西7舍109
JL21908253,Jennifer Rowe,女,2000-10-14,1.75,西10舍125
JL22118865,Jason Rivera,男,2005-02-20,1.81,西20舍308
JL21937012,Jeremy Ferguson,男,2001-10-10,1.73,西20舍410
JL22174518,Jennifer Stevenson,女,2002-06-25,1.6,西5舍228
JL22185023,Wendy Weber,女,2004-03-15,1.6,西17舍703
JL21993142,Carla Bond,女,2003-01-01,1.76,东17舍130
JL22022147,Taylor Hamilton,女,2005-02-08,1.72,东11舍801
JL22109390,Omar Davis,男,2003-03-25,1.72,西14舍115
JL22275860,Kenneth Boyd,男,2000-03-19,1.71,西10舍505
JL21989955,Brandon Barnes,男,2000-04-28,1.85,西5舍104
JL22267559,George Garcia Jr.,男,1999-08-14,1.67,西18舍410
JL22087550,Robert Howe,男,2002-10-13,1.81,东6舍228
JL21977173,Edward Reyes,男,2001-03-07,1.78,西5舍301
JL22158880,Robin Garrett,女,2000-11-27,1.66,东19舍201
JL22016105,Melissa Moody,女,2001-11-11,1.71,东2舍208
JL22177184,Jennifer Johnson,女,2001-01-02,1.6,东22舍628
JL22071103,Carlos Cardenas,男,2003-04-17,1.78,西18舍927
JL22265131,Adriana Nguyen,女,1998-03-07,1.63,西5舍111
JL22039857,Edwin White,男,1998-08-30,1.9,西7舍525
JL22005383,Kayla Chavez,女,2006-05-09,1.79,东13舍606
JL22103872,Charles Fisher,男,2002-07-21,1.75,西6舍328
JL21932292,Michelle Bruce DVM,女,2000-02-21,1.71,西6舍230
JL22256624,Nicole Rush,女,2000-05-02,1.74,东14舍605
JL22130769,Ryan Liu,男,2002-03-29,1.82,西18舍722
JL22076570,Robert Blair,男,1998-01-07,1.87,东18舍517
JL22178140,Michael Wright,男,2000-10-21,1.79,东8舍718
JL22191799,Michelle Bauer PhD,女,1999-10-20,1.72,西6舍517
JL21944285,Daniel Brown,男,2003-07-09,1.76,东10舍620
JL22083097,Christina Carter,女,1998-01-29,1.77,西22舍709
JL22134531,Erin Ramirez,女,1999-05-25,1.69,西4舍718
JL22082098,Jeffrey Marshall,男,2000-11-30,1.76,西19舍612
JL22086912,Maria Smith,女,1998-07-31,1.76,西18舍407
JL22291955,Tammy Cain,女,1998-04-03,1.81,东14舍409
JL22107618,Valerie Williams,女,2001-02-23,1.72,西21舍317
JL22234134,Keith Lewis,男,1998-04-01,1.7,东6舍714
JL21979847,Tony Salinas,男,2003-11-14,1.59,西10舍730
JL22120154,James Walker,男,2000-02-12,1.77,东14舍128
JL22299449,Michael Cox,男,2005-09-18,1.79,西2舍913
JL22020242,Jose Tucker,男,2006-10-08,1.7,西19舍514
JL22030391,Sheryl Turner,女,2005-12-13,1.66,东19舍607
JL22064966,Christopher Butler,男,2005-01-19,1.63,西13舍711
JL22191701,Jill Austin,女,1998-05-12,1.71,西15舍620
JL22267456,Patricia Walton,女,2003-06-27,1.72,东16舍210
JL21967892,Elizabeth Forbes,女,2006-05-27,1.65,西8舍710
JL22135736,Maurice Cordova MD,男,2006-04-24,2.0,西19舍213
JL22175602,Kimberly Cohen,女,2004-10-14,1.86,东18舍626
JL22044278,Brady Donaldson,男,2004-01-13,1.8,东13舍428
JL22294748,Michael Gomez Jr.,男,2003-01-28,1.73,西17舍604
JL22132146,Danielle Hendricks,女,2006-09-05,1.61,西2舍504
JL22134313,David Woods,男,1999-01-09,1.76,东5舍926
JL22228605,Erin Small,女,2001-07-19,1.75,东20舍909
JL22221120,Heather Anderson,女,2001-05-13,1.66,西22舍503
JL22062153,Karen Underwood,女,2002-12-11,1.55,西19舍320
JL21983176,Amber Vaughn,女,2001-07-19,1.7,东21舍708
JL22279993,Barry Rodriguez,男,1998-12-11,1.71,东8舍316
JL22299791,Travis Estes,男,2006-10-30,1.89,东12舍406
JL21985003,Keith Powell,男,1998-01-24,1.79,西9舍320
JL22000321,Crystal Rowe,女,2006-06-05,1.67,西15舍125
JL22061422,Edward Washington,男,1999-05-28,1.74,东7舍426
JL21924060,Tara George,女,2004-12-08,1.67,西13舍228
JL22047580,Stephanie Garcia,女,2002-06-30,1.74,西14舍503
JL22266165,Melissa Mahoney,女,2004-11-09,1.78,西2舍916
JL22089764,Colleen Chapman,女,2000-08-19,1.73,西19舍918
JL21932028,Amanda Davis,女,2000-03-11,1.67,东1舍819
JL22196743,Nicholas Little,男,2006-08-23,1.69,西6舍118
JL21968158,Riley Johnson,男,1999-07-16,1.91,东3舍229
JL22164020,Russell Williams,男,1999-06-18,1.83,东12舍124
JL22164162,Mark Fuller,男,2001-05-12,1.75,东7舍701
JL21964953,Todd Lewis,男,2000-10-27,1.95,东6舍614
JL21982019,Sean Jackson,男,2003-10-12,1.77,西20舍625
JL21948322,Keith Brooks,男,2006-07-02,1.79,西8舍820
JL22122283,Matthew Hale,男,2004-06-03,1.99,西20舍810
JL22259851,Patricia Sanchez,女,1999-07-07,1.69,西4舍222
JL22120580,Jerry Smith,男,2005-08-30,1.81,东10舍921
JL22259480,Tonya Warner,女,2005-07-03,1.79,东21舍309
JL22062945,Jimmy Knight,男,2004-12-16,1.81,西7舍807
JL22132825,Jeremy Hendricks,男,1999-08-26,1.84,西22舍608
JL21925049,Patrick Pacheco,男,2001-06-24,1.89,东2舍116
JL22015064,Mary Smith,女,2005-01-10,1.73,东7舍514
JL22069947,Thomas Gonzalez,男,2000-05-29,1.74,东6舍503
JL21917588,Eric Smith,男,2001-01-20,1.82,西10舍730
JL22181548,Gregory Weber,男,2000-12-01,1.66,东8舍124
JL22073435,John Miller,男,2002-05-27,1.81,东5舍930
JL22179699,Kathy Flores,女,2000-07-18,1.57,东17舍722
JL22136636,Christopher Nolan,男,2003-06-03,1.9,西17舍312
JL22136390,Christopher Bailey,男,2000-04-17,1.72,东2舍813
JL22002965,Matthew George,男,2001-04-01,1.69,东20舍505
JL22172363,Mrs. Casey Garcia,女,1998-10-17,1.55,西4舍314
JL22049981,Raymond Carpenter,男,2002-10-10,1.73,东13舍313
JL21925470,Derek Hall,男,2005-05-19,1.75,西4舍805
JL22114082,Kelly Smith,女,2005-09-06,1.85,西14舍725
JL22074216,Mrs. Nancy Hoffman,女,2006-09-01,1.88,东7舍423
JL22279399,Mr. Mike Armstrong,男,2006-10-17,1.84,西10舍315
JL21910412,Catherine Baker,女,2006-04-29,1.7,东7舍627
JL22252444,Tracy Moore,男,2005-09-07,1.78,东22舍511
JL22202314,Chad Carson,男,2001-11-05,1.8,东7舍317
JL22215380,Cathy Barnes,女,2000-06-17,1.72,东16舍403
JL21907831,James Brooks,男,1998-03-05,1.93,东17舍301
JL22178121,Mrs. Lauren Riddle,女,1999-01-19,1.65,东5舍306
JL22064475,Kevin Sanchez,男,2000-01-07,1.9,东19舍419
JL22238282,Thomas Stokes,男,1999-04-28,1.77,东20舍414
JL22182075,Michelle Perez,女,2003-01-02,1.82,西9舍113
JL22151672,Johnny Coleman,男,2004-04-18,1.93,东5舍729
JL21972231,Caitlin Parrish,女,2001-02-21,1.54,东8舍722
JL22109101,Emily Lin,女,2004-07-28,1.69,西5舍129
JL22160138,Erik Bass,男,2003-06-05,1.81,西9舍723
JL22231510,Devon Brooks,男,1999-05-17,1.64,西15舍904
JL21930149,Cristina Smith,女,2002-09-10,1.68,东11舍328
JL22075563,Shelly Nunez,女,1998-10-27,1.49,西22舍527
JL22277673,Rebecca Roberts,女,2003-12-10,1.76,西10舍618
JL22116856,Michelle George,女,2001-06-08,1.61,西15舍607
JL22011589,Travis Schwartz,男,2003-10-17,1.81,西9舍707
JL21928563,Jesus Doyle,男,2005-11-02,1.7,东20舍930
JL22217541,Scott Garcia,男,1998-02-24,1.73,西9舍620
JL22112655,Micheal Hoffman,男,1998-11-12,1.96,东15舍402
JL22293276,Robert Wu,男,1998-12-09,1.83,东12舍116
JL22093256,Michael Watkins,男,2005-02-19,1.74,西3舍414
JL22259102,Tamara Anthony,女,2006-09-07,1.77,西7舍205
JL22078876,Michelle Garcia,女,1998-01-07,1.61,东2舍309
JL22118890,Maria Jenkins,女,1999-08-14,1.87,西1舍719
JL22104345,Dalton Horne,男,1998-06-28,1.89,东15舍605
JL22118395,Cindy Hicks,女,2004-08-29,1.75,东2舍509
JL21928403,Lauren Knight,女,1999-05-31,1.71,西11舍115
JL22041694,Richard Garcia,男,2002-09-04,1.71,东2舍407
JL22275640,Frederick Anderson,男,2001-10-29,1.57,东2舍514
JL21958686,Juan Coleman,男,2000-07-26,1.72,东9舍515
JL22246097,Teresa Alvarez,女,2002-08-06,1.69,西14舍521
JL22260380,Jodi Moore,女,1999-04-06,1.85,西21舍511
JL22299762,Christopher Hardy,男,2006-11-11,1.84,西8舍512
JL22192250,Robert Franklin,男,2000-05-09,1.72,西19舍501
JL21933540,Veronica Lewis,女,1999-01-08,1.67,东7舍316
JL22013090,Nicole Armstrong,女,2000-10-30,1.72,东4舍812
JL21914912,Alexander Peters,男,1998-08-19,1.94,东20舍830
JL22162390,Noah Mcbride,男,2005-10-11,1.6,东1舍105
JL22027955,Sandra Webster,女,1998-01-11,1.75,东13舍510
JL22091894,Ashlee White,女,2002-11-15,1.72,东2舍826
JL22193695,Suzanne Ross,女,2005-07-11,1.71,东20舍320
JL22041509,Samuel Wiggins,男,2001-03-08,1.57,西1舍521
JL22097103,Darren Hubbard,男,1999-07-15,1.89,东22舍625
JL21974639,John Scott,男,2003-07-26,1.79,东8舍413
JL22111630,Robert Williams,男,2002-08-26,1.65,西9舍325
JL22288411,Kyle Pratt,男,2006-04-08,1.71,西8舍211
JL22140629,Austin Valencia,男,2004-02-18,1.81,西14舍304
JL21905538,Tammy Mccarty,女,2004-10-15,1.67,东22舍624
JL21988888,Edgar James,男,2006-05-02,1.75,东3舍422
JL22190554,Daniel Leon,男,2005-07-29,1.75,西17舍505
JL21985657,James Jones,男,2002-06-05,1.86,东22舍418
JL22127890,Brent Jackson,男,2005-08-31,1.94,东1舍718
JL21904460,Derek Myers,男,1998-04-22,1.89,西1舍424
JL22198082,Stephanie Brock,女,2002-03-21,1.69,西7舍512
